CVE-ID,DESCRIPTION,SEVERITY
['CVE-2018-18024']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.8-13 Q16, there is an infinite loop in the ReadBMPImage function of the coders/bmp.c file. Remote attackers could leverage this vulnerability to cause a denial of service via a crafted bmp file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u9 or higher.",medium
['CVE-2017-18251']," `imagemagick` package.   An issue was discovered in ImageMagick 7.0.7. A memory leak vulnerability was found in the function ReadPCDImage in coders/pcd.c, which allow remote attackers to cause a denial of service via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-18008']," `imagemagick` package.   In ImageMagick 7.0.7-17 Q16, there is a Memory Leak in ReadPWPImage in coders/pwp.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2018-10177']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.7-28, there is an infinite loop in the ReadOneMNGImage function of the coders/png.c file. Remote attackers could leverage this vulnerability to cause a denial of service via a crafted mng file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u9 or higher.",medium
['CVE-2018-8960']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The ReadTIFFImage function in coders/tiff.c in ImageMagick 7.0.7-26 Q16 does not properly restrict memory allocation, leading to a heap-based buffer over-read. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u9 or higher.",high
['CVE-2018-5246']," `imagemagick` package.   In ImageMagick 7.0.7-17 Q16, there are memory leaks in ReadPATTERNImage in coders/pattern.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-13062']," `imagemagick` package.   In ImageMagick 7.0.6-6, a memory leak vulnerability was found in the function formatIPTC in coders/meta.c, which allows attackers to cause a denial of service  via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-18271']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.7-16 Q16 x86_64 2017-12-22, an infinite loop vulnerability was found in the function ReadMIFFImage in coders/miff.c, which allows attackers to cause a denial of service  via a crafted MIFF image file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-18211']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.7, a NULL pointer dereference vulnerability was found in the function saveBinaryCLProgram in magick/opencl.c because a program-lookup result is not checked, related to CacheOpenCLKernel. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",high
['CVE-2017-15217'], `imagemagick` package.   ImageMagick 7.0.7-2 has a memory leak in ReadSGIImage in coders/sgi.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2018-10805'], `imagemagick` package.   ImageMagick version 7.0.7-28 contains a memory leak in ReadYCBCRImage in coders/ycbcr.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12644'], `imagemagick` package.   ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadDCMImage in coders\dcm.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-13061']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.6-5, a length-validation vulnerability was found in the function ReadPSDLayersInternal in coders/psd.c, which allows attackers to cause a denial of service  via a crafted file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2018-13153']," `imagemagick` package.   In ImageMagick 7.0.8-4, there is a memory leak in the XMagickCommand function in MagickCore/animate.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-15032'], `imagemagick` package.   ImageMagick version 7.0.7-2 contains a memory leak in ReadYCBCRImage in coders/ycbcr.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-14505']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   DrawGetStrokeDashArray in wand/drawing-wand.c in ImageMagick 7.0.7-1 mishandles certain NULL arrays, which allows attackers to perform Denial of Service  by providing a crafted Image File as input. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-1000445'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.7-1 and older version are vulnerable to null pointer dereference in the MagickCore component and might lead to denial of service ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,medium
['CVE-2018-5247']," `imagemagick` package.   In ImageMagick 7.0.7-17 Q16, there are memory leaks in ReadRLAImage in coders/rla.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2018-16750']," `imagemagick` package.   In ImageMagick 7.0.7-29 and earlier, a memory leak in the formatIPTCfromBuffer function in coders/meta.c was found. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-18252'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   An issue was discovered in ImageMagick 7.0.7. The MogrifyImageList function in MagickWand/mogrify.c allows attackers to cause a denial of service  via a crafted file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u9 or higher.,medium
['CVE-2017-18028']," `imagemagick` package.   In ImageMagick 7.0.7-1 Q16, a memory exhaustion vulnerability was found in the function ReadTIFFImage in coders/tiff.c, which allow remote attackers to cause a denial of service via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-14343'], `imagemagick` package.   ImageMagick 7.0.6-6 has a memory leak vulnerability in ReadXCFImage in coders/xcf.c via a crafted xcf image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12691'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The ReadOneLayer function in coders/xcf.c in ImageMagick 7.0.6-6 allows remote attackers to cause a denial of service  via a crafted file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,medium
['CVE-2018-9133']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.7-26 Q16 has excessive iteration in the DecodeLabImage and EncodeLabImage functions , which results in a hang  with a tiny PoC file. Remote attackers could leverage this vulnerability to cause a denial of service via a crafted tiff file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u9 or higher.",medium
['CVE-2017-13059']," `imagemagick` package.   In ImageMagick 7.0.6-6, a memory leak vulnerability was found in the function WriteOneJNGImage in coders/png.c, which allows attackers to cause a denial of service  via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-17885']," `imagemagick` package.   In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadPICTImage in coders/pict.c, which allows attackers to cause a denial of service via a crafted PICT image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2018-5357'], `imagemagick` package.   ImageMagick 7.0.7-22 Q16 has memory leaks in the ReadDCMImage function in coders/dcm.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12429']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.6-1, a memory exhaustion vulnerability was found in the function ReadMIFFImage in coders/miff.c, which allows attackers to cause a denial of service. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",high
['CVE-2017-18254']," `imagemagick` package.   An issue was discovered in ImageMagick 7.0.7. A memory leak vulnerability was found in the function WriteGIFImage in coders/gif.c, which allow remote attackers to cause a denial of service via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-17886']," `imagemagick` package.   In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadPSDChannelZip in coders/psd.c, which allows attackers to cause a denial of service via a crafted psd image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12875'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The WritePixelCachePixels function in ImageMagick 7.0.6-6 allows remote attackers to cause a denial of service  via a crafted file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,medium
['CVE-2017-14626'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.7-0 Q16 has a NULL Pointer Dereference vulnerability in the function sixel_decode in coders/sixel.c. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,high
['CVE-2017-14625'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.7-0 Q16 has a NULL Pointer Dereference vulnerability in the function sixel_output_create in coders/sixel.c. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,high
['CVE-2018-16643']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The functions ReadDCMImage in coders/dcm.c, ReadPWPImage in coders/pwp.c, ReadCALSImage in coders/cals.c, and ReadPICTImage in coders/pict.c in ImageMagick 7.0.8-4 do not check the return value of the fputc function, which allows remote attackers to cause a denial of service via a crafted image file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2018-5358']," `imagemagick` package.   ImageMagick 7.0.7-22 Q16 has memory leaks in the EncodeImageAttributes function in coders/json.c, as demonstrated by the ReadPSDLayersInternal function in coders/psd.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12692'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The ReadVIFFImage function in coders/viff.c in ImageMagick 7.0.6-6 allows remote attackers to cause a denial of service  via a crafted VIFF file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,medium
['CVE-2017-13058']," `imagemagick` package.   In ImageMagick 7.0.6-6, a memory leak vulnerability was found in the function WritePCXImage in coders/pcx.c, which allows attackers to cause a denial of service via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12433']," `imagemagick` package.   In ImageMagick 7.0.6-1, a memory leak vulnerability was found in the function ReadPESImage in coders/pes.c, which allows attackers to cause a denial of service, related to ResizeMagickMemory in memory.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2018-14435'], `imagemagick` package.   ImageMagick 7.0.8-4 has a memory leak in DecodeImage in coders/pcd.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-18273']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.7-16 Q16 x86_64 2017-12-22, an infinite loop vulnerability was found in the function ReadTXTImage in coders/txt.c, which allows attackers to cause a denial of service  via a crafted image file that is mishandled in a GetImageIndexInList call. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2018-14434'], `imagemagick` package.   ImageMagick 7.0.8-4 has a memory leak for a colormap in WriteMPCImage in coders/mpc.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-14342'], `imagemagick` package.   ImageMagick 7.0.6-6 has a memory exhaustion vulnerability in ReadWPGImage in coders/wpg.c via a crafted wpg image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-14325']," `imagemagick` package.   In ImageMagick 7.0.7-1 Q16, a memory leak vulnerability was found in the function PersistPixelCache in magick/cache.c, which allows attackers to cause a denial of service  via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12563']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.6-2, a memory exhaustion vulnerability was found in the function ReadPSDImage in coders/psd.c, which allows attackers to cause a denial of service. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-17682']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.7-12 Q16, a large loop vulnerability was found in the function ExtractPostscript in coders/wpg.c, which allows attackers to cause a denial of service  via a crafted wpg image file that triggers a ReadWPGImage call. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-14341']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.6-6 has a large loop vulnerability in ReadWPGImage in coders/wpg.c, causing CPU exhaustion via a crafted wpg image file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-18029']," `imagemagick` package.   In ImageMagick 7.0.6-10 Q16, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allow remote attackers to cause a denial of service via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-1000476']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.7-12 Q16, a CPU exhaustion vulnerability was found in the function ReadDDSInfo in coders/dds.c, which allows attackers to cause a denial of service. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-14326']," `imagemagick` package.   In ImageMagick 7.0.7-1 Q16, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allows attackers to cause a denial of service via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-15017'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.7-0 Q16 has a NULL pointer dereference vulnerability in ReadOneMNGImage in coders/png.c. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,high
['CVE-2017-18022']," `imagemagick` package.   In ImageMagick 7.0.7-12 Q16, there are memory leaks in MontageImageCommand in MagickWand/montage.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-14532'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.7-0 has a NULL Pointer Dereference in TIFFIgnoreTags in coders/tiff.c. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,high
['CVE-2017-12674']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.6-2, a CPU exhaustion vulnerability was found in the function ReadPDBImage in coders/pdb.c, which allows attackers to cause a denial of service. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-14739']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The AcquireResampleFilterThreadSet function in magick/resample-private.h in ImageMagick 7.0.7-4 mishandles failed memory allocation, which allows remote attackers to cause a denial of service  via unspecified vectors. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",high
['CVE-2017-14400']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.7-1 Q16, the PersistPixelCache function in magick/cache.c mishandles the pixel cache nexus, which allows remote attackers to cause a denial of service  via a crafted file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-17681']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.7-12 Q16, an infinite loop vulnerability was found in the function ReadPSDChannelZip in coders/psd.c, which allows attackers to cause a denial of service  via a crafted psd image file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u9 or higher.",medium
['CVE-2017-14684']," `imagemagick` package.   In ImageMagick 7.0.7-4 Q16, a memory leak vulnerability was found in the function ReadVIPSImage in coders/vips.c, which allows attackers to cause a denial of service  via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12693'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The ReadBMPImage function in coders/bmp.c in ImageMagick 7.0.6-6 allows remote attackers to cause a denial of service  via a crafted BMP file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,medium
['CVE-2018-11655']," `imagemagick` package.   In ImageMagick 7.0.7-20 Q16 x86_64, a memory leak vulnerability was found in the function GetImagePixelCache in MagickCore/cache.c, which allows attackers to cause a denial of service via a crafted CALS image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2018-6405']," `imagemagick` package.   In the ReadDCMImage function in coders/dcm.c in ImageMagick before 7.0.7-23, each redmap, greenmap, and bluemap variable can be overwritten by a new pointer. The previous pointer is lost, which leads to a memory leak. This allows remote attackers to cause a denial of service. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2018-16749']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.7-29 and earlier, a missing NULL check in ReadOneJNGImage in coders/png.c allows an attacker to cause a denial of service  via a crafted file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2018-7443']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The ReadTIFFImage function in coders/tiff.c in ImageMagick 7.0.7-23 Q16 does not properly validate the amount of image data in a file, which allows remote attackers to cause a denial of service . ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u9 or higher.",medium
['CVE-2017-14741'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The ReadCAPTIONImage function in coders/caption.c in ImageMagick 7.0.7-3 allows remote attackers to cause a denial of service  via a crafted font file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,medium
['CVE-2017-18027']," `imagemagick` package.   In ImageMagick 7.0.7-1 Q16, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allow remote attackers to cause a denial of service via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-14533'], `imagemagick` package.   ImageMagick 7.0.6-6 has a memory leak in ReadMATImage in coders/mat.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-17882']," `imagemagick` package.   In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadXPMImage in coders/xpm.c, which allows attackers to cause a denial of service via a crafted XPM image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-15281']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ReadPSDImage in coders/psd.c in ImageMagick 7.0.7-6 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file, related to &#34;Conditional jump or move depends on uninitialised value.&#34; ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",high
['CVE-2017-14624'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.7-0 Q16 has a NULL Pointer Dereference vulnerability in the function PostscriptDelegateMessage in coders/ps.c. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,high
['CVE-2017-15033'], `imagemagick` package.   ImageMagick version 7.0.7-2 contains a memory leak in ReadYUVImage in coders/yuv.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12670']," `imagemagick` package.   In ImageMagick 7.0.6-3, missing validation was found in coders/mat.c, leading to an assertion failure in the function DestroyImage in MagickCore/image.c, which allows attackers to cause a denial of service. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-14174']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In coders/psd.c in ImageMagick 7.0.7-0 Q16, a DoS in ReadPSDLayersInternal due to lack of an EOF  check might cause huge CPU consumption. When a crafted PSD file, which claims a large &#34;length&#34; field in the header but does not contain sufficient backing data, is provided, the loop over &#34;length&#34; would consume huge CPU resources, since there is no EOF check inside the loop. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-17884']," `imagemagick` package.   In ImageMagick 7.0.7-16 Q16, a memory leak vulnerability was found in the function WriteOnePNGImage in coders/png.c, which allows attackers to cause a denial of service via a crafted PNG image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-13131']," `imagemagick` package.   In ImageMagick 7.0.6-8, a memory leak vulnerability was found in the function ReadMIFFImage in coders/miff.c, which allows attackers to cause a denial of service  via a crafted file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-12418']," `imagemagick` package.   ImageMagick 7.0.6-5 has memory leaks in the parse8BIMW and format8BIM functions in coders/meta.c, related to the WriteImage function in MagickCore/constitute.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2018-8804'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   WriteEPTImage in coders/ept.c in ImageMagick 7.0.7-25 Q16 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u9 or higher.,high
['CVE-2017-17934']," `imagemagick` package.   ImageMagick 7.0.7-17 Q16 x86_64 has memory leaks in coders/msl.c, related to MSLPopImage and ProcessMSLScript, and associated with mishandling of MSLPushImage calls. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-14249']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   ImageMagick 7.0.6-8 Q16 mishandles EOF checks in ReadMPCImage in coders/mpc.c, leading to division by zero in GetPixelCacheTileSize in MagickCore/cache.c, allowing remote attackers to cause a denial of service via a crafted file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-15218'], `imagemagick` package.   ImageMagick 7.0.7-2 has a memory leak in ReadOneJNGImage in coders/png.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2018-16640'], `imagemagick` package.   ImageMagick 7.0.8-5 has a memory leak vulnerability in the function ReadOneJNGImage in coders/png.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12435']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.6-1, a memory exhaustion vulnerability was found in the function ReadSUNImage in coders/sun.c, which allows attackers to cause a denial of service. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",high
['CVE-2017-14531'], `imagemagick` package.   ImageMagick 7.0.7-0 has a memory exhaustion issue in ReadSUNImage in coders/sun.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-17887']," `imagemagick` package.   In ImageMagick 7.0.7-16 Q16, a memory leak vulnerability was found in the function GetImagePixelCache in magick/cache.c, which allows attackers to cause a denial of service via a crafted MNG image file that is processed by ReadOneMNGImage. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2018-14437'], `imagemagick` package.   ImageMagick 7.0.8-4 has a memory leak in parse8BIM in coders/meta.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-17914']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.7-16 Q16, a vulnerability was found in the function ReadOnePNGImage in coders/png.c, which allows attackers to cause a denial of service  via a crafted mng image file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-14175']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In coders/xbm.c in ImageMagick 7.0.6-1 Q16, a DoS in ReadXBMImage due to lack of an EOF  check might cause huge CPU consumption. When a crafted XBM file, which claims large rows and columns fields in the header but does not contain sufficient backing data, is provided, the loop over the rows would consume huge CPU resources, since there is no EOF check inside the loop. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-12140'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The ReadDCMImage function in coders\dcm.c in ImageMagick 7.0.6-1 has an integer signedness error leading to excessive memory consumption via a crafted DCM file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,medium
['CVE-2017-13768'], `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   Null Pointer Dereference in the IdentifyImage function in MagickCore/identify.c in ImageMagick through 7.0.6-10 allows an attacker to perform denial of service by sending a crafted image file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.,medium
['CVE-2017-14172']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In coders/ps.c in ImageMagick 7.0.7-0 Q16, a DoS in ReadPSImage due to lack of an EOF  check might cause huge CPU consumption. When a crafted PSD file, which claims a large &#34;extent&#34; field in the header but does not contain sufficient backing data, is provided, the loop over &#34;length&#34; would consume huge CPU resources, since there is no EOF check inside the loop. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-17680']," `imagemagick` package.   In ImageMagick 7.0.7-12 Q16, a memory leak vulnerability was found in the function ReadXPMImage in coders/xpm.c, which allows attackers to cause a denial of service via a crafted xpm image file. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.",low
['CVE-2017-14060']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.6-10, a NULL Pointer Dereference issue is present in the ReadCUTImage function in coders/cut.c that could allow an attacker to cause a Denial of Service  by submitting a malformed image file. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",medium
['CVE-2017-15016'], `imagemagick` package.   ImageMagick 7.0.7-0 Q16 has a NULL pointer dereference vulnerability in ReadEnhMetaFile in coders/emf.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
['CVE-2017-12430']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   In ImageMagick 7.0.6-1, a memory exhaustion vulnerability was found in the function ReadMPCImage in coders/mpc.c, which allows attackers to cause a denial of service. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u10 or higher.",high
['CVE-2018-14551']," `imagemagick` package.   See `Remediation` section below for `Debian:9` relevant versions.   The ReadMATImageV4 function in coders/mat.c in ImageMagick 7.0.8-7 uses an uninitialized variable, leading to memory corruption. ## Remediation Upgrade `Debian:9` `imagemagick` to version 8:6.9.7.4+dfsg-11+deb9u9 or higher.",high
['CVE-2018-10804'], `imagemagick` package.   ImageMagick version 7.0.7-28 contains a memory leak in WriteTIFFImage in coders/tiff.c. ## Remediation There is no fixed version for `Debian:9` `imagemagick`.,low
